cost,cuisine,link,location,name,promoted,rating,review_count,review_link
$    $,Italian,,Williamsburg,Patrizias of Brooklyn,,4.2 stars out of 5,(165),https://www.opentable.com/r/patrizias-of-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Japanese,,Englewood,Akai Lounge - Englewood,,4.8 stars out of 5,(193),https://www.opentable.com/akai-lounge-englewood?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Bronx,San Gennaro,,4.7 stars out of 5,(55),https://www.opentable.com/r/san-gennaro-bronx?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,Williamsburg,Concord Hill,,4.8 stars out of 5,(77),https://www.opentable.com/concord-hill?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Seafood,,Williamsburg,Desnuda - Brooklyn,,4.7 stars out of 5,(141),https://www.opentable.com/desnuda-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Japanese,,Williamsburg,Fushimi - Williamsburg,,4.7 stars out of 5,(297),https://www.opentable.com/fushimi-williamsburg?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,Battery Park,ATRIO Wine Bar & Restaurant,,4.6 stars out of 5,(256),https://www.opentable.com/atrio-wine-bar-restaurant?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Williamsburg,Montesacro BK,,4.7 stars out of 5,(4),https://www.opentable.com/r/montesacro-bk-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,SoHo,The Ship,,4.2 stars out of 5,(43),https://www.opentable.com/r/the-ship-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,French,,Lower East Side,LENA,,4.5 stars out of 5,(64),https://www.opentable.com/r/lena-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Seafood,,Lower East Side,Essex Pearl,,4.9 stars out of 5,(13),https://www.opentable.com/r/essex-pearl-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary Mexican,,Jersey City,Los Cuernos,,4.4 stars out of 5,(70),https://www.opentable.com/r/los-cuernos-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,French,,SoHo,Le Coucou,,4.8 stars out of 5,(2924),https://www.opentable.com/r/le-coucou-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Korean,,TriBeCa - Downtown,JUNGSIK,,4.9 stars out of 5,(1411),https://www.opentable.com/jungsik?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,French,,TriBeCa - Downtown,Bâtard,,4.7 stars out of 5,(1375),https://www.opentable.com/r/batard-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,French,,Financial District,Augustine,,4.7 stars out of 5,(252),https://www.opentable.com/r/augustine-new-york-2?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Williamsburg,Antica Pesa,,4.4 stars out of 5,(1012),https://www.opentable.com/r/antica-pesa-brooklyn?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Mexican,,Battery Park,El Vez New York,,4.6 stars out of 5,(1094),https://www.opentable.com/el-vez-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Bistro,,TriBeCa - Downtown,The Django,,4.5 stars out of 5,(323),https://www.opentable.com/the-django?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,American,,Financial District,ONE Dine at One World Observatory,,4.3 stars out of 5,(2101),https://www.opentable.com/one-dine-at-one-world-observatory?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Contemporary American,,Lower East Side,Hotel Chantelle,,4.4 stars out of 5,(1099),https://www.opentable.com/r/hotel-chantelle-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Little Italy,Il Cortile Restaurant,,4.3 stars out of 5,(1046),https://www.opentable.com/il-cortile-restaurant?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,West Village,City Vineyard & Wine Garden at Pier 26,,4.3 stars out of 5,(514),https://www.opentable.com/r/city-vineyard-and-wine-garden-at-pier-26-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Little Italy,Casa Bella Restaurant,,4.5 stars out of 5,(159),https://www.opentable.com/r/casa-bella-restaurant-new-york?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Tapas / Small Plates,,Lower East Side,The Ten Bells,,4.6 stars out of 5,(53),https://www.opentable.com/the-ten-bells?corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Lower East Side,Biga,,,,
$    $,Chinese,,Bronx,Kee Wong Restaurant,,,,
$    $,Latin American,,Lower East Side,El Sombrero,,4.4 stars out of 5,(5),https://www.opentable.com/el-sombrero?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $    $,French,,Lower East Side,Li-Lis - Permanently Closed,,4.6 stars out of 5,(11),https://www.opentable.com/li-lis?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Ridgefield Park,Debbie's Place,,,,
$    $    $,Tapas / Small Plates,,Lower East Side,Cata,,4.5 stars out of 5,(293),https://www.opentable.com/cata?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Ridgefield Park,Pleasures Of The Table Inc,,,,
$    $,Italian,,Greenpoint,Valdiano Pizzeria,,,,
$    $    $,Grill,,Lower East Side,No Fun,,,,
$    $,American,,Lower East Side,Dog's & Brews,,,,
$    $,American,,Lower East Side,Nuyorican Poets Cafe,,,,
$    $,Vegetarian,,Inwood (Manhattan),Adom Restaurant,,,,
$    $,Steakhouse,,Greenpoint,Bonanza Productions Incorporated,,,,
$    $,American,,Lower East Side,Hair Of The Dog,,,,
$    $,American,,Lower East Side,Mr. Taka Ramen,,,,
$    $    $,Japanese,,SoHo,Ato,,4.4 stars out of 5,(59),https://www.opentable.com/r/ato-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Inwood (Manhattan),Running Cool Restaurant,,,,
$    $,French,,NoLita,Tartinery,,4.2 stars out of 5,(379),https://www.opentable.com/r/tartinery-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Fusion / Eclectic,,NoHo,Thompson Square Studios,,,,
$    $,Mexican,,Inwood (Manhattan),Guadalupe,,,,
$    $,Latin American,,NoLita,Oficina Latina,,3.9 stars out of 5,(171),https://www.opentable.com/oficina-latina?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Lower East Side,5c Cafe And Cultural Center,,,,
$    $,Mexican,,Bronx,La Estrella Del Nuevo Milenio,,,,
$    $,American,,Greenpoint,Three Decker Rest,,,,
$    $,American,,Lower East Side,Ellen S Gelb Inc,,,,
$    $,Caribbean,,Englewood,Jerk Shack Grill,,,,
$    $,Chinese,,Woodside,Panda Garden Restaurant,,,,
$    $,Mexican,,Lower East Side,El Maguey y la Tuna,,4 stars out of 5,(18),https://www.opentable.com/el-maguey-y-la-tuna?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $    $,American,,Lower East Side,Freemans,,4.1 stars out of 5,(228),https://www.opentable.com/freemans?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $    $    $,Café,,NoLita,Caffe Morini & Enoteca,,,,
$    $    $    $,Italian,,Inwood (Manhattan),Inwood Restaurant,,4 stars out of 5,(1),https://www.opentable.com/inwood-restaurant?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Mediterranean,,SoHo,The Black Lodge,,3.4 stars out of 5,(6),https://www.opentable.com/r/the-black-lodge-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Italian,,NoLita,Cafe Bari,,,,
$    $    $,French,,Lower East Side,La Gamelle,,4.3 stars out of 5,(135),https://www.opentable.com/la-gamelle?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Seafood,,Bronx,New Sea Food Company,,,,
$    $,American,,East Village,Cornerstone Cafe,,4.1 stars out of 5,(2),https://www.opentable.com/r/cornerstone-cafe-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Italian,,NoLita,Rubirosa,,4.4 stars out of 5,(440),https://www.opentable.com/rubirosa?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $    $,American,,SoHo,Bar 89,,,,
$    $,American,,Lower East Side,Raging Skillet,,,,
$    $    $,Argentinean,,TriBeCa - Downtown,Estancia 460,,4.4 stars out of 5,(166),https://www.opentable.com/r/estancia-460-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Lower East Side,158 Ludlow Rest Llc,,,,
$    $,Pan-Asian,,Lower East Side,People Kitchen & Lounge,,3.6 stars out of 5,(9),https://www.opentable.com/people-kitchen-and-lounge?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,SoHo,Gourmet Garage,,,,
$    $,American,,Bronx,El Potrillo,,,,
$    $,American,,SoHo,Chalk Point Kitchen,,4.3 stars out of 5,(459),https://www.opentable.com/chalk-point-kitchen?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $    $,American,,SoHo,The Handy Liquor Bar,,3.8 stars out of 5,(4),https://www.opentable.com/the-handy-liquor-bar?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Latin American,,SoHo,Her Name Was Carmen,,3.7 stars out of 5,(3),https://www.opentable.com/r/her-name-was-carmen-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Vegetarian,,SoHo,By Chloe,,,,
$    $    $,Italian,,Lower East Side,Apizz - Permanently Closed,,4.2 stars out of 5,(896),https://www.opentable.com/r/apizz-permanently-closed-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Seafood,,Lower East Side,Claw Daddy's,,4.1 stars out of 5,(87),https://www.opentable.com/claw-daddys?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Grill,,Jackson Heights,Cassidys Ale House,,,,
$    $,European,,Greenpoint,Lomzynianka,,,,
$    $,American,,Inwood (Manhattan),El Divino D Restaurant,,,,
$    $,Fusion / Eclectic,,Bronx,El Pabellon De Oro,,,,
$    $    $,Contemporary Asian,,Lower East Side,SakaMai,,4.5 stars out of 5,(345),https://www.opentable.com/sakamai?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Gastro Pub,,Lower East Side,Wassail,,4.4 stars out of 5,(111),https://www.opentable.com/r/wassail-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $    $,Mexican,,Inwood (Manhattan),Made in Mexico,,,,
$    $    $,American,,SoHo,David Burke Kitchen - The Garden,,4.2 stars out of 5,(174),https://www.opentable.com/david-burke-kitchen-the-garden?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $    $,French,,SoHo,519 - Permanently Closed,,4.6 stars out of 5,(2),https://www.opentable.com/r/519-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Asian,,Greenpoint,Dumpling & Noodle House,,,,
$    $,American,,SoHo,Yn,,,,
$    $,American,,Lower East Side,Black Tap,,,,
$    $,American,,Bronx,Hot Spot,,,,
$    $,Italian,,Lower East Side,Gaia Italian Cafe,,,,
$    $,Chinese,,Bronx,New Wah Restaurant,,,,
$    $,Mexican,,Jackson Heights,La Conita Restaurant,,,,
$    $,Thai,,NoLita,Uncle Boons,,4.5 stars out of 5,(30),https://www.opentable.com/uncle-boons?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Chinese,,Inwood (Manhattan),Best China House,,,,
$    $,French,,NoLita,Bistro Les Amis,,,,
$    $,Mexican,,Greenpoint,Calexico,,,,
$    $,German,,NoLita,Loreley NYC,,4.6 stars out of 5,(2),https://www.opentable.com/r/loreley-nyc-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Lower East Side,Copper & Oak,,,,
$    $    $    $,Mexican,,Inwood (Manhattan),Salsa Con Fuego,,,,
$    $,Mexican,,Ridgefield Park,Sanchez Mexican Restaurant,,,,
$    $,Grill,,SoHo,Circa Tabac,,,,
$    $,Grill,,Bronx,New Rainbow Chinese Rest.,,,,
$    $,Italian,,NoLita,Em,,,,
$    $,Thai,,Inwood (Manhattan),Yummy Thai,,,,
$    $,Asian,,Woodside,Engeline's Restaurant,,,,
$    $,American,,Lower East Side,Sweet Chick - LES,,4.5 stars out of 5,(327),https://www.opentable.com/sweet-chick-les?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $    $,Contemporary American,,NoLita,Le Turtle,,4.4 stars out of 5,(136),https://www.opentable.com/r/le-turtle-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Mediterranean,,SoHo,19 Cleveland,,,,
$    $,Italian,,Bronx,Cosmos Restaurant,,,,
$    $    $    $,Japanese,,Greenpoint,Wasabi (Brooklyn),,,,
$    $,American,,Lower East Side,Cake Shop,,,,
$    $,Italian,,Lower East Side,Dieppa Restrepo,,,,
$    $,American,,TriBeCa - Downtown,Tribeca Rooftop,,,,
$    $,Bar / Lounge / Bottle Service,,Lower East Side,Mr. Purple,,,,
$    $,American,,Lower East Side,Yoli Restaurant,,,,
$    $,Steakhouse,,Lower East Side,St. Anselmo,,,,
$    $,Greek,,Jackson Heights,Plaka,,,,
$    $    $    $,American,,Lower East Side,The Sixth Ward,,,,
$    $    $    $,Turkish,,SoHo,Babylon Hookah Lounge - SOHO,,3.3 stars out of 5,(2),https://www.opentable.com/babylon-hookah-lounge-soho?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Mexican,,SoHo,Lupe's East LA Kitchen,,,,
$    $,Barbecue,,Ridgefield Park,Cubby's BBQ Restaurant,,,,
$    $,Seafood,,Greenpoint,Kyoto Japanese Shushi Inc,,,,
$    $,American,,Williamsburg,Lakes (the),,,,
$    $,Mexican,,Woodside,El Puebla Restaurant,,,,
$    $,American,,Woodside,Katras Restaurant,,,,
$    $,American,,NoLita,Vig Bar,,,,
$    $    $,Café,,NoLita,25 Cleveland Place,,,,
$    $,American,,Carlstadt,Berry Creek Restaurant,,,,
$    $,Grill,,SoHo,Gatsbys Bar & Restuarant,,,,
$    $    $    $,Sushi,,Lower East Side,Sushi Wa,,,,
$    $,Café,,Lower East Side,Remedy Diner,,,,
$    $,Mexican,,Lower East Side,Taqueria Lower East Side,,,,
$    $,Bar / Lounge / Bottle Service,,Lower East Side,Subject,,,,
$    $,Bar / Lounge / Bottle Service,,Lower East Side,Suffolk Arms,,,,
$    $,Sushi,,Lower East Side,Uchu,,,,
$    $,Barbecue,,Lower East Side,Georgia's Eastside BBQ,,,,
$    $,Thai,,Woodside,Rayong Thai,,,,
$    $,Brewery,,Williamsburg,The Keg & Lantern,,,,
$    $,Southern,,Greenpoint,Manhattan Inn Piano Bar & Restaurant,,4.2 stars out of 5,(9),https://www.opentable.com/manhattan-inn-piano-bar-and-restaurant?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,European,,Lower East Side,Red Compass,,4.3 stars out of 5,(45),https://www.opentable.com/red-compass?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Fusion / Eclectic,,Greenpoint,PONYBOY,,4.1 stars out of 5,(6),https://www.opentable.com/r/ponyboy-brooklyn?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Italian,,NoLita,Epistrophy,,4.5 stars out of 5,(152),https://www.opentable.com/epistrophy?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,SoHo,Toad Hall,,,,
$    $,American,,SoHo,The Broome Street Bar Incorporated,,,,
$    $,American,,Jackson Heights,Jax Inn Diner,,,,
$    $,Mexican,,Inwood (Manhattan),Tacos Puebla Restaurant,,,,
$    $,Café,,Inwood (Manhattan),Garden Cafe,,,,
$    $,American,,Carlstadt,Ll Cafe Pushkin Factory,,,,
$    $    $,Contemporary British,,Greenpoint,Cherry Point,,4.7 stars out of 5,(117),https://www.opentable.com/r/cherry-point-brooklyn?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Caribbean,,Woodside,Isa's Restaurant,,4.5 stars out of 5,(1),https://www.opentable.com/r/isas-restaurant-woodside?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Lower East Side,Clinton St. Baking Co.,,,,
$    $,Mexican,,Little Italy,Mexican Radio,,,,
$    $,Mexican,,Bronx,Restuarant Con Sabor A Mexico,,,,
$    $    $    $,American,,Greenpoint,Nights & Weekends,,,,
$    $,Tapas / Small Plates,,SoHo,Combina,,3.8 stars out of 5,(23),https://www.opentable.com/combina?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Middle Eastern,,SoHo,Hoomoos Asli,,,,
$    $,Italian,,Ridgefield Park,La Famiglia Ristorante Italiano,,,,
$    $,Thai,,Woodside,Suki Thai Shabu,,,,
$    $,Mexican,,Bronx,Fiesta Maya Mexican Rest.,,,,
$    $,Asian,,Lower East Side,Noodle Bar LES,,,,
$    $,Italian,,SoHo,Pomodoro Pizza,,,,
$    $,Moroccan,,East Village,Katra Lounge,,3.1 stars out of 5,(4),https://www.opentable.com/katra-lounge?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $,Mediterranean,,NoLita,Balaboosta,,4.3 stars out of 5,(1128),https://www.opentable.com/r/balaboosta-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Lower East Side,Biga,,,,
$    $,Chinese,,Bronx,Kee Wong Restaurant,,,,
$    $,Latin American,,Lower East Side,El Sombrero,,4.4 stars out of 5,(5),https://www.opentable.com/el-sombrero?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,NoLita,Corner,,,,
$    $,Lounge,,NoLita,The San Remo,,3.7 stars out of 5,(2),https://www.opentable.com/r/the-san-remo-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Woodside,Station Cafe,,,,
$    $,Italian,,NoLita,Pietro NoLita,,,,
$    $    $,American,,Lower East Side,Koneko,,,,
$    $,Tapas / Small Plates,,Inwood (Manhattan),Caridad Restaurant,,,,
$    $,American,,Lower East Side,Minnies,,,,
$    $    $,French,,Lower East Side,Li-Lis - Permanently Closed,,4.6 stars out of 5,(11),https://www.opentable.com/li-lis?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Ridgefield Park,Debbie's Place,,,,
$    $,American,,Ridgefield Park,Pleasures Of The Table Inc,,,,
$    $,Italian,,Greenpoint,Valdiano Pizzeria,,,,
$    $,American,,Lower East Side,Minnie's,,4.8 stars out of 5,(6),https://www.opentable.com/r/minnies-new-york-2?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Greenpoint,The Gutter,,,,
$    $,American,,Lower East Side,Marshall Stack,,,,
$    $,American,,Bronx,Park Avenue Collision,,,,
$    $,American,,Bronx,El Carboncito Restaurant,,,,
$    $    $,Barbecue,,Lower East Side,Hex & Bones,,4.2 stars out of 5,(95),https://www.opentable.com/r/hex-and-bones-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,Jackson Heights,Chifa Restaurant,,,,
$    $    $,Grill,,Lower East Side,No Fun,,,,
$    $,American,,Lower East Side,Hair Of The Dog,,,,
$    $,American,,Lower East Side,Mr. Taka Ramen,,,,
$    $    $,Japanese,,SoHo,Ato,,4.4 stars out of 5,(59),https://www.opentable.com/r/ato-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Inwood (Manhattan),Running Cool Restaurant,,,,
$    $,French,,NoLita,Tartinery,,4.2 stars out of 5,(379),https://www.opentable.com/r/tartinery-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Lower East Side,Ellen S Gelb Inc,,,,
$    $,Caribbean,,Englewood,Jerk Shack Grill,,,,
$    $,American,,NoLita,Black Seed,,,,
$    $,American,,Lower East Side,Local 138,,,,
$    $,American,,Greenpoint,Samson Restaurant,,,,
$    $    $,American,,NoLita,Pasquale Jones,,,,
$    $,Steakhouse,,Woodside,Woodside Steak House,,,,
$    $    $,American,,Greenpoint,Five Leaves,,5 stars out of 5,(1),https://www.opentable.com/r/five-leaves-brooklyn?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,American,,SoHo,Spring Street Natural,,4.5 stars out of 5,(175),https://www.opentable.com/r/spring-street-natural-new-york?corrid=8c43a33d-30b4-4f2a-97af-fd87b372bb8c#reviews
$    $,Chinese,,Woodside,Panda Garden Restaurant,,,,
$    $,Mexican,,Lower East Side,El Maguey y la Tuna,,4 stars out of 5,(18),https://www.opentable.com/el-maguey-y-la-tuna?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $,American,,Lower East Side,Freemans,,4.1 stars out of 5,(228),https://www.opentable.com/freemans?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $    $,Café,,NoLita,Caffe Morini & Enoteca,,,,
$    $    $    $,Italian,,Inwood (Manhattan),Inwood Restaurant,,4 stars out of 5,(1),https://www.opentable.com/inwood-restaurant?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Lower East Side,Raging Skillet,,,,
$    $    $,Argentinean,,TriBeCa - Downtown,Estancia 460,,4.4 stars out of 5,(166),https://www.opentable.com/r/estancia-460-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,Woodside,Mangos Restaur,,,,
$    $,Mexican,,Woodside,Los Mangos Restaurant,,,,
$    $,Café,,Lower East Side,Donnybrook,,,,
$    $,Latin American,,Inwood (Manhattan),Elsa La Reina Del Chicharron,,,,
$    $,American,,Lower East Side,Hemlock,,,,
$    $,Café,,Greenpoint,Spritzenhaus,,,,
$    $,American,,Lower East Side,Libation,,,,
$    $    $,Italian,,NoLita,L'asso,,,,
$    $,American,,Lower East Side,158 Ludlow Rest Llc,,,,
$    $,Pan-Asian,,Lower East Side,People Kitchen & Lounge,,3.6 stars out of 5,(9),https://www.opentable.com/people-kitchen-and-lounge?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,American,,SoHo,Gourmet Garage,,,,
$    $,American,,Bronx,El Potrillo,,,,
$    $,European,,Greenpoint,Lomzynianka,,,,
$    $,American,,Inwood (Manhattan),El Divino D Restaurant,,,,
$    $,Fusion / Eclectic,,Bronx,El Pabellon De Oro,,,,
$    $,Bar / Lounge / Bottle Service,,Greenpoint,The Hidden Pearl,,,,
$    $    $,Contemporary Asian,,Lower East Side,SakaMai,,4.5 stars out of 5,(345),https://www.opentable.com/sakamai?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Gastro Pub,,Lower East Side,Wassail,,4.4 stars out of 5,(111),https://www.opentable.com/r/wassail-new-york?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $    $,Mexican,,Inwood (Manhattan),Made in Mexico,,,,
$    $    $,American,,SoHo,David Burke Kitchen - The Garden,,4.2 stars out of 5,(174),https://www.opentable.com/david-burke-kitchen-the-garden?corrid=161b6490-1c78-4f44-8ab9-3b2583cf5aa1#reviews
$    $,Italian,,Inwood (Manhattan),Anchor Heights,,4.5 stars out of 5,(32),https://www.opentable.com/r/anchor-heights-new-york?corrid=bb56a750-1a57-4a72-81a6-bded922d059e#reviews
$    $,Tapas / Small Plates,,East Village,Poco,,4.1 stars out of 5,(705),https://www.opentable.com/poco?corrid=bb56a750-1a57-4a72-81a6-bded922d059e#reviews
$    $,American,,Lower East Side,Nublu,,,,
$    $,Steakhouse,,Woodside,Longhorn Steakhouse - Woodside,,,,
